HKL Value		Reward		TotalReward	Chi Squared	Z Approx	Error	Two-Thetas	Sfs2
2 4 10			0.48		-128.36		133.12		0.24	0.607	57.0555982332	12.0937
4 2 2			-7.33		-135.69		140.45		0.24	0.457	40.8620305525	12.2524
0 2 10			0.8		-134.88		138.84		0.24	0.4317	42.9590557724	21.0204
2 0 10			0.77		-134.11		137.3		0.24	0.6169	42.9543880851	20.236
5 1 13			-10.73		-144.85		148.03		0.25	0.4567	71.2764535317	11.3258
5 3 11			2.09		-142.76		143.86		0.25	1.8677	70.5420870211	204.0714
4 6 0			0.18		-142.58		143.5		0.25	0.7863	67.1083315067	59.4729
3 3 5			0.94		-141.65		141.63		0.25	1.3995	42.8396693434	151.0913
0 2 12			-4.35		-146.0		145.98		0.26	0.3827	50.6142203783	17.5707
2 2 8			0.15		-145.84		145.68		0.26	1.8488	40.1384116224	216.1995
4 0 10			0.69		-145.16		144.3		0.26	0.6243	53.7713327333	45.2096
1 3 5			0.82		-144.34		142.67		0.26	3.1323	34.189462707	190.138
0 2 22			0.45		-143.89		141.78		0.26	1.8317	96.7387030121	97.213
0 6 16			0.62		-143.27		140.53		0.26	0.4825	89.3859051251	7.6515
0 2 4			0.37		-142.9		139.79		0.26	1.326	23.4223631322	110.0283
7 1 1			-0.8		-143.7		140.59		0.26	0.5207	65.7483230412	25.2044
0 6 14			-2.32		-146.02		142.91		0.26	0.9096	81.7552219026	27.2955
5 5 1			-1.73		-147.75		144.64		0.26	0.5073	65.769247456	23.9531
5 3 5			0.82		-146.92		142.99		0.26	2.2247	56.9473208346	134.0256
7 3 1			-1.59		-148.51		144.58		0.26	0.5095	71.5359286583	22.1332
4 6 4			0.75		-147.76		143.08		0.26	1.0731	69.291881243	33.3045
1 5 13			0.79		-146.97		141.49		0.26	1.1973	71.2966048402	12.6128
0 6 6			0.65		-146.32		140.2		0.26	1.0147	60.183190367	40.9583
0 6 18			0.76		-145.56		138.68		0.26	0.7949	98.0280769063	1.8601
0 6 2			-9.0		-154.56		147.68		0.26	0.2356	55.3895592761	6.1752
0 4 10			0.52		-154.04		146.63		0.26	0.9893	53.7871001638	44.1425
1 3 3			0.54		-153.5		145.54		0.26	0.7045	30.3940112777	66.1614
0 0 22			0.33		-153.16		144.87		0.26	2.2765	94.0325860765	137.6091
5 5 3			0.53		-152.64		143.82		0.26	0.8107	66.8760743485	64.1048
3 1 9			0.71		-151.92		142.4		0.26	0.36	45.2950695798	8.7768
0 0 6			-0.37		-152.3		142.77		0.26	7.4326	23.0169618987	709.6598
1 1 13			0.71		-151.59		141.36		0.26	0.3722	52.9310122384	10.9703
1 3 9			0.68		-150.9		139.99		0.26	0.2622	45.3040218183	7.1674
