HKL Value		Reward		TotalReward	Chi Squared	Z Appr. 	Error	Two-Thetas	Sfs2
1 3 7			0.0		0.0		0.0		0.2	0.1893	39.2755843192	5.3372
3 1 1			0.0		0.0		0.28		0.18465	0.5239	28.3131072915	41.7464
2 6 4			0.08		0.08		0.11		0.26067	0.8772	60.3635846112	78.02
6 0 8			0.02		0.1		0.08		0.26282	2.9234	64.163237895	5.3359
5 3 7			0.01		0.11		0.06		0.26225	0.2523	60.5057581853	5.4388
0 4 4			0.0		0.11		0.05		0.26269	0.8482	39.0545896029	78.0016
3 3 3			-0.0		0.11		0.05		0.263	0.8081	39.7679129272	70.9373
1 3 3			-0.01		0.1		0.07		0.26014	0.7045	30.3940112777	66.1614
4 2 4			-4.16		-4.06		4.22		0.36	0.7624	43.1345383828	64.2766
0 0 16			-44.41		-48.47		48.64		0.28128	1.3342	64.286058028	116.6634
3 1 9			2.42		-46.06		43.81		0.28128	0.36	45.2950695798	8.7768
4 2 8			1.99		-44.07		39.82		0.28128	0.7605	51.4203212226	2.5419
3 1 15			1.66		-42.41		36.51		0.2813	0.2871	67.3554895111	7.7692
1 3 15			1.4		-41.01		33.71		0.2813	0.2862	67.3623786269	8.1809
6 2 10			-2.01		-43.02		35.72		0.28215	0.7103	71.9901825081	43.9921
1 7 7			1.15		-41.87		33.42		0.28215	0.4353	72.3061031614	6.1143
0 6 8			1.01		-40.86		31.4		0.28207	0.7694	64.1950429677	5.6946
3 3 7			0.91		-39.95		29.58		0.28207	0.1558	47.1418707618	3.5073
3 7 3			0.81		-39.14		27.95		0.28207	0.8954	72.6346668965	71.6226
4 0 4			0.74		-38.4		26.48		0.28207	1.2165	39.0343929222	79.1487
7 1 7			0.65		-37.76		25.19		0.28207	0.3505	72.2660298289	5.0526
4 4 2			0.59		-37.16		24.01		0.28207	1.2125	52.0311030722	128.6454
3 5 7			0.54		-36.62		22.92		0.28207	0.2309	60.5203777188	5.6046
5 1 7			0.49		-36.13		21.94		0.28207	0.2609	54.1000446603	4.252
1 1 7			0.29		-35.84		21.36		0.28193	0.2012	29.7561292971	6.5386
2 4 8			0.43		-35.41		20.51		0.28193	0.1687	51.4325245866	2.4593
5 1 13			0.25		-35.17		20.02		0.28228	0.4567	71.2764535317	11.3258
0 6 12			0.37		-34.8		19.27		0.28228	0.3425	75.0250979777	1.887
3 1 3			0.34		-34.46		18.59		0.28227	1.2003	30.3814370344	67.5761
0 0 6			0.32		-34.14		17.96		0.28239	7.4326	23.0169618987	709.6598
5 5 7			0.28		-33.86		17.39		0.28239	0.6639	72.2860687267	4.3062
1 3 1			0.28		-33.58		16.83		0.28239	0.5324	28.3265170018	42.1271
1 3 9			0.26		-33.32		16.31		0.28239	0.2622	45.3040218183	7.1674
3 1 7			0.24		-33.07		15.82		0.28239	0.257	39.2655360855	5.205
2 4 12			0.21		-32.86		15.4		0.28239	0.2205	63.4791913795	4.8908
4 2 14			0.04		-32.82		15.32		0.28239	1.2576	70.6282605877	19.9713
0 2 8			0.21		-32.61		14.9		0.28236	0.1155	35.7619852008	1.7384
0 2 0			0.19		-32.42		14.51		0.28236	1.4407	17.6394681947	177.2483
7 3 3			0.19		-32.23		14.13		0.28236	1.9283	72.601334037	69.5466
2 2 2			0.18		-32.05		13.78		0.28236	1.1162	26.2109248846	125.5642
6 0 12			0.17		-31.88		13.44		0.28232	0.5892	74.995462768	0.9301
2 0 8			0.16		-31.72		13.12		0.28227	0.1665	35.7565424018	1.5727
5 5 3			0.15		-31.57		12.82		0.28226	0.8107	66.8760743485	64.1048
2 2 0			0.12		-31.46		12.59		0.28226	11.1953	25.0390113278	1035.9387
3 3 9			0.13		-31.32		12.32		0.28226	0.3816	52.4524123761	12.0632
6 2 4			0.14		-31.19		12.05		0.28226	0.8727	60.3342977717	77.9073
3 3 15			0.12		-31.07		11.81		0.28226	0.3402	73.0835579415	3.8877
2 0 0			0.12		-30.95		11.58		0.28226	2.02	17.6289686615	175.6782
0 4 2			0.11		-30.84		11.35		0.28226	3.2657	36.5744795411	137.7475
2 6 10			-0.96		-31.8		12.32		0.283	0.7069	72.0169435829	44.7171
1 5 7			0.12		-31.68		12.08		0.283	0.6035	54.1236034243	4.2528
4 0 2			0.11		-31.57		11.86		0.283	1.7854	36.5531212028	138.5255
4 4 4			0.1		-31.47		11.65		0.283	0.8476	53.9354251327	76.9211
1 5 3			0.05		-31.42		11.56		0.28292	0.9511	47.585042181	85.8034
6 4 2			-1.24		-32.66		12.8		0.28299	0.2211	67.6401768609	4.8049
6 2 2			0.1		-32.56		12.6		0.28299	3.3001	58.5687226088	135.1206
2 0 6			0.03		-32.54		12.55		0.28331	1.6278	29.1406672869	128.8477
2 6 2			0.09		-32.44		12.36		0.28332	1.2892	58.5985395934	134.3564
2 0 2			0.08		-32.36		12.2		0.28336	0.6502	19.2320929378	35.9547
1 5 9			0.1		-32.27		12.01		0.28333	0.4394	58.984264935	17.7365
4 2 12			0.09		-32.18		11.83		0.28334	0.2244	63.468523569	4.7972
5 3 1			0.07		-32.11		11.69		0.28334	0.5252	53.2386121167	32.835
1 3 13			0.06		-32.04		11.56		0.28327	0.3907	59.4200243294	11.5335
5 1 9			0.08		-31.96		11.4		0.28322	0.4583	58.9619928854	19.0838
3 5 1			0.06		-31.9		11.27		0.28322	0.5283	53.2544885252	31.9012
0 2 2			0.07		-31.83		11.14		0.28325	0.4614	19.2417464495	36.8131
3 3 1			0.07		-31.76		11.0		0.28325	0.5106	38.1558496662	33.1617
0 2 16			0.02		-31.74		10.96		0.28325	1.8687	67.2407114996	13.8307
0 2 22			0.06		-31.68		10.83		0.28311	1.8317	96.7387030121	97.213
