HKL Value		Reward	TotalReward	Chi Squared Value	Z Coordinate Approximation		dx
0 0 6			0	0		0		0.3		0		7.4326
2 0 4			0	0		0		0.3		0		1.3874
2 2 16			0	0		0		0.3		0		1.1693
4 4 4			0	0		0		0.3		0		0.8476
2 6 10			0	0		0		0.3		0		0.7069
6 0 6			0	0		0		0.3		0		1.0815
4 0 4			0	0		0		0.3		0		1.2165
0 4 4			-588.350854109	-588.350854109		588.350854109		0.3		588.350854109		0.8482
3 5 1			145.646161355	-442.704692754		297.058531399		0.3		594.117062798		0.5283
0 4 18			49.4578037258	-393.246889028		198.142923947		0.3		594.428771842		0.8369
7 1 5			15.0329015502	-378.213987478		168.077120847		0.3		672.308483388		1.5264
0 6 4			14.2011778558	-364.012809622		139.674765135		0.3		698.373825677		0.6675
0 0 18			11.4498631929	-352.562946429		116.77503875		0.3		700.650232497		0.6609
0 2 20			8.26451582231	-344.298430607		100.246007105		0.3		701.722049734		0.4494
1 5 5			-0.468115835895	-344.766546443		100.714122941		0.3		805.712983526		1.8923
1 1 13			1.50429709112	-343.262249352		97.7055287586		0.3		879.349758827		0.3722
1 5 13			1.73398347078	-341.528265881		94.237561817		0.3		942.37561817		1.1973
0 0 4			4.08483184299	-337.443434038		86.067898131		0.3		946.746879441		0.8482
5 1 3			2.41114878968	-335.032285248		81.2456005517		0.3		974.94720662		0.9592
3 7 1			3.07872638957	-331.953558859		75.0881477725		0.3		976.145921043		1.2822
4 0 10			1.42095397137	-330.532604887		72.2462398298		0.3		1011.44735762		0.6243
4 2 6			1.94688993349	-328.585714954		68.3524599628		0.3		1025.28689944		1.6049
5 3 9			1.73703195868	-326.848682995		64.8783960455		0.3		1038.05433673		0.4833
2 0 2			1.45287642095	-325.395806574		61.9726432036		0.3		1053.53493446		0.6502
2 2 10			0.794569540301	-324.601237034		60.383504123		0.3		1086.90307421		0.6429
7 1 1			1.48703480424	-323.11420223		57.4094345145		0.3		1090.77925578		0.5207
0 4 16			1.3233757385	-321.790826491		54.7626830375		0.3		1095.25366075		1.5557
3 3 3			0.673802252133	-321.117024239		53.4150785332		0.3		1121.7166492		0.8081
3 3 15			1.20388674402	-319.913137495		51.0073050452		0.3		1122.16071099		0.3402
0 4 10			0.28846610122	-319.624671394		50.4303728428		0.3		1159.89857538		0.9893
1 1 3			0.698725789006	-318.925945605		49.0329212648		0.3		1176.79011035		0.4514
0 2 10			0.89927856339	-318.026667041		47.234364138		0.3		1180.85910345		0.4317
2 6 8			-5.11069483144	-323.137361873		52.3450589694		0.3		1360.9715332		4.3291
0 4 12			-1.36358969354	-324.500951566		53.708648663		0.3		1450.1335139		1.4889
1 1 9			0.95623522344	-323.544716343		51.7961782161		0.3		1450.29299005		0.2216
5 1 9			0.725514388959	-322.819201954		50.3451494382		0.3		1460.00933371		0.4583
1 3 15			0.799225128306	-322.019976826		48.7466991815		0.3		1462.40097545		0.2862
0 0 10			0.189344229657	-321.830632596		48.3680107222		0.3		1499.40833239		0.8316
2 2 4			0.653745978746	-321.176886617		47.0605187647		0.3		1505.93660047		0.7551
1 5 11			-2.99267221299	-324.16955883		50.0531909777		0.3		1651.75530226		1.8219
1 7 1			0.670471918963	-323.499086911		48.7122471398		0.3		1656.21640275		0.5219
4 2 8			0.557721962985	-322.941364948		47.5968032138		0.3		1665.88811248		0.7605
1 1 15			0.541390281373	-322.399974667		46.5140226511		0.3		1674.50481544		0.656
0 6 12			0.620702866069	-321.779271801		45.2726169189		0.3		1675.086826		0.3425
4 2 10			0.250875858008	-321.528395943		44.7708652029		0.3		1701.29287771		1.1102
2 4 6			0.379494423021	-321.14890152		44.0118763569		0.3		1716.46317792		0.785
3 1 1			0.423526963524	-320.725374556		43.1648224298		0.3		1726.59289719		0.5239
1 3 1			0.399870506803	-320.32550405		42.3650814162		0.3		1736.96833807		0.5324
6 2 10			0.0471098742019	-320.278394175		42.2708616678		0.3		1775.37619005		0.7103
6 4 6			0.479501641267	-319.798892534		41.3118583853		0.3		1776.40991057		0.9247
0 2 18			0.462777297729	-319.336115236		40.3863037898		0.3		1776.99736675		0.3755
3 3 9			0.376562110344	-318.959553126		39.6331795691		0.3		1783.49308061		0.3816
0 2 16			0.420263155362	-318.539289971		38.7926532584		0.3		1784.46204989		1.8687
0 6 14			0.254749665872	-318.284540305		38.2831539267		0.3		1799.30823455		0.9096
2 0 16			0.394930598514	-317.889609706		37.4932927297		0.3		1799.67805102		0.5935
3 7 3			0.130196864523	-317.759412842		37.2328990006		0.3		1824.41205103		0.8954
2 2 12			-1.60754127807	-319.36695412		38.8404402787		0.3		1942.02201393		1.9766
5 5 7			-5.42481415616	-324.791768276		44.2652544348		0.3		2257.52797618		0.6639
6 4 2			0.425626771536	-324.366141504		43.4140008918		0.3		2257.52804637		0.2211
1 5 1			0.360471407682	-324.005670097		42.6930580764		0.3		2262.73207805		0.4978
5 3 7			-3.6687532362	-327.674423333		46.3618113126		0.3		2503.53781088		0.2523
1 3 9			0.390367077064	-327.284056256		45.5810771585		0.3		2506.95924372		0.2622
6 0 8			0.404064376305	-326.87999188		44.7729484059		0.3		2507.28511073		2.9234
4 0 14			-0.329592306627	-327.209584186		45.1025407125		0.3		2570.84482061		1.986
1 3 3			0.16651036476	-327.043073821		44.769519983		0.3		2596.63215901		0.7045
2 4 12			0.36009062657	-326.682983195		44.0493387298		0.3		2598.91098506		0.2205
4 2 14			0.276908015542	-326.406075179		43.4955226988		0.3		2609.73136193		1.2576
