HKL Value		Reward	TotalReward	Chi Squared Value	Z Coordinate Approximation
4 6 6			0	0		0		0.3
4 2 2			-1	-1		4.15679811272		0.303808034629
0 6 18			0.5	-0.5		2.38799883405		0.303808034629
0 0 8			-1	-1.5		54.7420861628		0.302848153243
4 4 10			0.5	-1.0		43.3324396101		0.314986569052
1 1 9			0.5	-0.5		35.4115957384		0.313350868395
1 7 7			-1	-1.5		36.8412797758		0.316778238828
4 6 2			0.5	-1.0		31.6782092577		0.316759702338
7 1 1			0.5	-0.5		28.4297121507		0.316727275615
7 1 7			-1	-1.5		29.7825721496		0.31822502167
6 4 2			0.5	-1.0		26.8512878956		0.318211791738
0 2 14			0.5	-0.5		25.1480136786		0.31795758198
1 3 9			0.5	0.0		23.6110455504		0.317580449962
0 0 14			-1	-1.0		26.3503115151		0.317634895889
3 3 1			0.5	-0.5		25.0509139799		0.317611218335
5 3 1			0.5	0.0		23.956703603		0.317580314508
2 4 2			0.5	0.5		22.8420660474		0.317568102775
3 5 1			0.5	1.0		21.9707465991		0.317536173702
4 2 8			-1	0.0		21.973465763		0.317802278307
2 4 14			0.5	0.5		20.9628579492		0.317889025079
3 7 1			0.5	1.0		20.0439349473		0.317886430905
2 2 8			-1	0.0		28.0187595195		0.317913164978
0 4 10			0.5	0.5		26.839614043		0.318130830012
4 2 6			0.5	1.0		25.7089530122		0.318181647518
2 2 16			0.5	1.5		24.6395931395		0.318203734074
1 5 7			-1	0.5		25.2724293643		0.3192001573
3 1 13			-1	-0.5		25.4894171134		0.320110921366
1 1 15			0.5	0.0		24.7442638288		0.320271279081
0 6 6			0.5	0.5		23.8706956461		0.320261113438
0 6 0			0.5	1.0		23.2716585807		0.320261113438
5 1 5			-1	0.0		25.8129734145		0.320312963083
2 4 6			0.5	0.5		25.0051434411		0.320333307596
3 3 15			0.5	1.0		24.4592628567		0.319901081576
0 0 22			0.5	1.5		23.7976909876		0.319842318905
2 4 12			-1	0.5		24.263167316		0.318960505168
6 0 0			0.5	1.0		23.7032325884		0.318960505168
6 4 0			0.5	1.5		23.0451693915		0.318960505168
4 0 2			-1	0.5		25.3040161788		0.318988888547
0 4 16			0.5	1.0		24.6638798345		0.319066138514
0 6 12			-1	0.0		25.294290675		0.317948943438
0 2 10			0.5	0.5		24.7149957617		0.317862720315
0 0 18			0.5	1.0		24.2616867359		0.317523646699
0 2 22			0.5	1.5		24.1284635763		0.317557411103
0 4 18			-1	0.5		24.1343893478		0.316846441292
5 1 9			0.5	1.0		23.6020103203		0.316810461227
5 5 5			-1	0.0		24.7281730227		0.316846708784
0 6 8			0.5	0.5		24.2422105588		0.316864533905
2 0 10			0.5	1.0		23.7495836599		0.316822645562
1 1 3			0.5	1.5		23.5332529419		0.316833594638
5 3 9			0.5	2.0		23.0564990329		0.316845720388
6 0 8			0.5	2.5		22.6520382595		0.316864483157
6 0 12			-1	1.5		23.1032660832		0.315977211569
0 0 10			0.5	2.0		22.751084564		0.31608741012
4 2 0			0.5	2.5		22.5634950033		0.31608741012
