HKL Value		Reward	TotalReward	Chi Squared Value	Z Coordinate Approximation
0 6 8			0	0		0		0.3
5 3 1			-1	-1		5.83676265452		0.2953598136
7 3 1			0.5	-0.5		3.33751456597		0.294314121429
1 3 15			0.5	0.0		3.20272376564		0.297441540007
7 1 1			-1	-1.0		3.29423696979		0.296666260397
3 3 15			0.5	-0.5		2.75941211604		0.297464563624
1 1 7			-1	-1.5		10.1955794051		0.32023222731
6 0 0			0.5	-1.0		9.4055611828		0.32023222731
0 2 20			-1	-2.0		10.8583743765		0.317464859054
6 0 8			0.5	-1.5		9.946298518		0.317543617282
0 0 10			0.5	-1.0		9.18191517709		0.317854689315
1 7 1			0.5	-0.5		8.93656545388		0.317824220463
0 4 20			0.5	0.0		8.63056480459		0.317426016089
0 0 18			0.5	0.5		8.25917161842		0.316743425744
0 2 16			0.5	1.0		8.24119619502		0.317114139857
1 1 3			-1	0.0		8.57997933021		0.31713927067
6 4 4			-1	-1.0		9.59142825945		0.31713927067
6 0 6			0.5	-0.5		9.0311896295		0.317122999718
4 2 14			0.5	0.0		8.71660249711		0.317213659558
0 4 16			0.5	0.5		8.40197854613		0.317412500878
0 6 10			0.5	1.0		8.11214644629		0.317627067066
2 4 10			0.5	1.5		7.73590618521		0.317673699123
2 0 14			0.5	2.0		7.62458018519		0.317514601779
4 2 10			0.5	2.5		7.31350869756		0.317585038594
3 3 9			0.5	3.0		7.08467000963		0.317465421292
7 1 3			-1	2.0		7.79847490784		0.317501835521
3 5 1			-1	1.0		7.80708991067		0.317482788081
4 2 2			0.5	1.5		7.71856077342		0.317468438405
2 4 14			0.5	2.0		7.54720694067		0.317530212724
9 1 1			0.5	2.5		7.34179803984		0.317521855871
0 4 10			0.5	3.0		7.18346905218		0.317704253358
6 2 10			0.5	3.5		7.0323211973		0.317872827185
5 5 1			0.5	4.0		6.88143971603		0.31786277426
0 6 18			0.5	4.5		6.8769116737		0.317293374589
2 6 6			-1	3.5		10.7906587728		0.317490885366
5 3 9			0.5	4.0		10.4840654096		0.317503776738
3 7 1			0.5	4.5		10.2637096426		0.317495465849
6 0 2			0.5	5.0		10.042581271		0.317495465849
1 3 9			0.5	5.5		9.93737377625		0.317324426157
4 6 0			0.5	6.0		9.68363994411		0.317324426157
0 6 14			-1	5.0		9.69125666888		0.317384092821
0 6 12			-1	4.0		10.2286052278		0.316497173356
1 5 9			0.5	4.5		10.009502292		0.316439714317
1 7 3			-1	3.5		10.3453900086		0.316462048159
1 1 9			0.5	4.0		10.2941961499		0.316242051503
4 6 2			0.5	4.5		10.0803207536		0.316242051503
1 5 1			0.5	5.0		10.0160093958		0.316227523761
6 0 10			0.5	5.5		9.88620726294		0.316365477702
2 6 10			0.5	6.0		9.7653698517		0.316505038548
2 4 0			-1	5.0		9.84789292823		0.316497408344
0 6 2			0.5	5.5		9.70039391493		0.316497408344
0 0 6			-1	4.5		16.6338531876		0.316735304885
6 4 6			0.5	5.0		16.4179453697		0.316669913062
3 1 9			0.5	5.5		16.1576105847		0.316586496326
2 4 6			0.5	6.0		15.8909325952		0.316619839865
2 0 12			0.5	6.5		15.68064303		0.316446908012
6 2 0			-1	5.5		20.4395605223		0.316446908012
0 0 4			0.5	6.0		20.3671508569		0.316386403799
0 2 12			0.5	6.5		20.0678865855		0.31624851793
3 3 3			-1	5.5		20.0863084974		0.316265666934
2 4 8			-1	4.5		20.1587532715		0.316343745086
6 4 2			0.5	5.0		19.8345493945		0.316341638618
0 4 4			0.5	5.5		19.813580503		0.316267924573
4 6 6			0.5	6.0		19.579215313		0.316211821764
1 1 15			0.5	6.5		19.4479265704		0.316303087257
4 0 4			0.5	7.0		19.4450314017		0.316229820422
0 6 16			-1	6.0		19.5202241872		0.316514000224
0 6 0			0.5	6.5		19.325871897		0.316514000224
2 4 2			0.5	7.0		19.1301587715		0.316514000224
3 3 1			0.5	7.5		18.9689844679		0.316497453482
3 1 15			0.5	8.0		18.7081179015		0.316543684759
0 6 6			0.5	8.5		18.4446528476		0.316543684759
2 0 16			0.5	9.0		18.3629215537		0.316726814626
5 1 1			0.5	9.5		18.2048895253		0.316726767951
4 2 0			0.5	10.0		18.1319699081		0.316726767951
3 3 13			-1	9.0		18.889070379		0.317515392247
6 4 0			0.5	9.5		18.6407004727		0.317515392247
0 2 14			0.5	10.0		18.4936490727		0.317437025439
5 1 9			0.5	10.5		18.2698508201		0.317395012733
4 6 4			-1	9.5		18.3448237355		0.317394638458
0 2 6			0.5	10.0		18.3447943276		0.317453243934
3 5 9			0.5	10.5		18.1183197816		0.317453243934
2 0 10			0.5	11.0		17.9151241489		0.317413455753
4 2 8			-1	10.0		17.9680618447		0.317492708318
0 0 22			0.5	10.5		17.780157828		0.317504043781
4 2 6			0.5	11.0		17.582629094		0.317518099264
0 2 10			0.5	11.5		17.3992660123		0.317478424499
3 5 7			-1	10.5		17.6611201077		0.31783292741
5 1 7			-1	9.5		17.9740602676		0.318200692333
3 1 3			-1	8.5		18.0115574785		0.318200692333
0 0 16			0.5	9.0		17.812245966		0.318200692333
1 5 7			-1	8.0		18.0870035953		0.318527909433
0 0 20			0.5	8.5		17.895562774		0.318507017148
2 2 10			0.5	9.0		17.7130754784		0.318544030037
1 1 1			0.5	9.5		17.7058950782		0.318532222766
4 4 10			0.5	10.0		17.5241862421		0.318555418053
0 2 2			-1	9.0		17.547486964		0.318555418053
4 0 10			0.5	9.5		17.3784275401		0.318587109096
2 2 16			0.5	10.0		17.2011340036		0.318587977313
0 6 4			-1	9.0		17.3517468019		0.318587509328
5 5 3			-1	8.0		17.3741770662		0.318587536161
4 0 12			0.5	8.5		17.3628881965		0.318720426403
3 1 1			0.5	9.0		17.3210551258		0.318720426403
1 5 3			-1	8.0		17.3479739769		0.318720680076
2 2 14			-1	7.0		17.992934771		0.318720680076
6 0 4			-1	6.0		18.1250881775		0.318720680076
2 2 4			-1	5.0		18.1668655943		0.318677550663
3 3 11			-1	4.0		19.9597076699		0.318678936999
4 2 12			-1	3.0		20.074391731		0.318319174823
